,Title,Published_date,Views,Likes,Comments,Month
351,Lebanon Crisis: Entire Govt Resigns | Explained by Dhruv Rathee,2020-08-13,1346935,95889,7545,Aug
352,World's Most Expensive Country | Ground Report by Dhruv Rathee,2020-08-11,3197967,173607,9609,Aug
353,Article 370: One Year Later | Dhruv Rathee ft. Angry Prash,2020-08-05,2092615,181186,28318,Aug
354,The Story of Dr. Kafeel Khan | Explained by Dhruv Rathee,2020-08-03,2376653,254895,22762,Aug
355,New Education Policy | Analysis by Dhruv Rathee,2020-07-31,3078369,257134,19482,Jul
356,Why Assam Floods Every Year? | Assam Floods 2022 | Dhruv Rathee,2020-07-26,1087148,82791,6685,Jul
357,Gunjan Saxena: Reality of Women in Armies | Dhruv Rathee | Netflix India,2020-07-23,1127192,87108,9287,Jul
358,Rajasthan Crisis: Pilot vs Gehlot | Explained by Dhruv Rathee,2020-07-20,1457203,95498,7907,Jul
359,Launching a New Channel | Dhruv Rathee,2020-07-18,1459762,148997,11788,Jul
360,Turkey's Hagia Sophia and Erdogan | Dhruv Rathee,2020-07-15,3239448,178398,48963,Jul
361,How EIA 2020 will Damage India! | Dhruv Rathee,2020-07-13,1624585,128848,8443,Jul
362,Reality of COVID-19 Vaccine | Dhruv Rathee,2020-07-07,2014206,151773,9720,Jul
363,COVID-19 Impact on Education | Dhruv Rathee,2020-07-04,1210000,89248,8453,Jul
364,TikTok Ban and Hong Kong Situation | Dhruv Rathee,2020-07-02,2343601,186939,14246,Jul
365,Why Conspiracy Theories Spread | Explained by Dhruv Rathee,2020-06-30,2982818,143191,14144,Jun
366,Flying Beast Interview: Is Air Asia Safe? | Dhruv Rathee,2020-06-26,4544282,295442,9286,Jun
367,Boycott China: The Harsh Truth | Dhruv Rathee,2020-06-24,2397578,173006,14339,Jun
368,Why the World must Boycott China! | Dhruv Rathee,2020-06-18,3911521,290361,21921,Jun
369,Science behind Depression | Dhruv Rathee,2020-06-16,1887944,130073,9762,Jun
370,The Truth behind Inflation | Explained by Dhruv Rathee,2020-06-14,2728774,161783,7728,Jun
371,India vs China Border | Explained by Dhruv Rathee,2020-06-10,3208004,184151,21814,Jun
372,USA Protests | Analysis by Dhruv Rathee,2020-06-07,1594195,120772,13419,Jun
373,Universal Basic Income | Explained by Dhruv Rathee,2020-06-03,1385091,95733,15317,Jun
374,Locust Attack in India | Explained by Dhruv Rathee,2020-05-30,3037665,248173,20920,May
375,Coronavirus Source: Truth about Bats |  Dhruv Rathee,2020-05-26,1190695,89278,5558,May
376,India vs Nepal Border Dispute | Explained by Dhruv Rathee,2020-05-23,4938583,264937,51282,May
377,Modi 's 20 Lakh Crore Package |  Explained by Dhruv Rathee,2020-05-19,2463304,214577,19184,May
378,Carryminati | Youtube vs Tiktok by Dhruv Rathee,2020-05-16,9722295,722981,80862,May
379,How Kerala defeated Coronavirus | Dhruv Rathee,2020-05-14,1232150,93073,13337,May
380,The Truth about Alcohol Tax | Explained by Dhruv Rathee,2020-05-08,1306629,94049,9558,May
381,The Problem with Arnab Goswami | Opinion by Dhruv Rathee,2020-05-01,4783610,336819,46287,May
382,Inside Europe's Worst Economy | Ground Report by Dhruv Rathee,2020-04-27,1620601,95154,7577,Apr
383,Negative Oil Prices | Explained by Dhruv Rathee,2020-04-22,1411924,94374,5053,Apr
384,Global Recession 2020 | Explained by Dhruv Rathee,2020-04-20,1400035,87890,5531,Apr
385,Coronavirus Latest Update -3 | Dhruv Rathee,2020-04-16,1286351,84667,6433,Apr
386,Positive Impact of Coronavirus Lockdown | Explained by Dhruv Rathee,2020-04-09,2057867,155922,14409,Apr
387,Coronavirus Test on Myself | Explained by Dhruv Rathee,2020-04-04,2521592,130033,12208,Apr
388,USA-China Coronavirus Conflict | Explained by Dhruv Rathee,2020-03-30,2005208,121560,8655,Mar
389,Coronavirus Lockdown in India | Analysis by Dhruv Rathee,2020-03-27,2056803,144713,11184,Mar
390,Coronavirus Latest Update | Explained by Dhruv Rathee,2020-03-22,3352927,222349,10447,Mar
391,Saudi-Russia Oil Price Crash | Explained by Dhruv Rathee,2020-03-20,1142022,70673,3019,Mar
392,USA Elections 2020 | Explained by Dhruv Rathee,2020-03-15,1069445,51648,3802,Mar
393,Yes Bank Crisis | Explained by Dhruv Rathee,2020-03-09,2189097,118634,7235,Mar
394,The Truth about Brexit | Explained by Dhruv Rathee,2020-03-07,1726272,87989,4555,Mar
395,Delhi Riots 2020 | Analysis by Dhruv Rathee,2020-03-03,2205020,177572,26137,Mar
396,Singapore vs India | Education System Analysis by Dhruv Rathee,2020-02-20,1261105,71092,9126,Feb
397,Why Kejriwal Won? | Delhi Election Analysis by Dhruv Rathee,2020-02-12,3432201,266723,23248,Feb
398,Coronavirus | Explained by Dhruv Rathee,2020-02-06,3741887,245069,11214,Feb
399,Budget 2020 | Analysis by Dhruv Rathee,2020-02-03,1321109,80305,6076,Feb
400,Arnab Goswami vs Kunal Kamra Case | Opinion by Dhruv Rathee,2020-02-01,3375916,274958,16966,Feb
401,Indian Economy Crisis in 2020 | Analysis by Dhruv Rathee,2020-01-29,1503651,107287,8838,Jan
402,Kejriwal 5 year Report Card | Analysis by Dhruv Rathee,2020-01-25,3277162,236326,28724,Jan
403,Australia Bushfires | Explained by Dhruv Rathee,2020-01-18,1267891,86727,4653,Jan
404,JNU Incident | Explained by Dhruv Rathee,2020-01-12,3076178,239631,20783,Jan
405,USA vs Iran | Explained by Dhruv Rathee,2020-01-08,3891923,212891,10050,Jan
406,Inside World's No.1 Cycling City | Ground Report by Dhruv Rathee,2020-01-01,1450106,108876,8424,Jan
407,Reality of NRC and NPR | Explained by Dhruv Rathee,2019-12-26,3261863,272337,27691,Dec
408,Donald Trump Impeachment | Explained by Dhruv Rathee,2019-12-23,1063127,70118,3451,Dec
409,Aftermath of CAB + NRC | Explained by Dhruv Rathee,2019-12-17,3485691,317107,30803,Dec
410,Reality of Citizenship Bill (CAA) | Opinion by Dhruv Rathee,2019-12-12,4566631,380324,52700,Dec
411,Hyderabad Case: Is it Real Justice? | Analysis by Dhruv Rathee,2019-12-08,1828530,162609,11995,Dec
412,Dhruv Rathee with Kunal Kamra | Q&A in Amsterdam,2019-12-05,2113479,84769,3542,Dec
413,India vs Germany | Education System Analysis by Dhruv Rathee,2019-12-01,3183543,171840,11033,Dec
414,Maharashtra Politics: BJP vs NCP | Explained by Dhruv Rathee,2019-11-27,2830839,138638,9892,Nov
415,"Privatization of Air India, BPCL | Analysis by Dhruv Rathee",2019-11-25,1313320,80599,5614,Nov
416,Statue of Unity: First Year Performance | Analysis by Dhruv Rathee,2019-11-21,1514605,112476,12888,Nov
417,Reality of Indian Media | Analysis by Dhruv Rathee,2019-11-16,4442587,307426,22113,Nov
418,Ayodhya Verdict | Opinion by Dhruv Rathee,2019-11-09,3393075,212286,0,Nov
419,Reality of Air Pollution in Delhi | Analysis by Dhruv Rathee,2019-11-02,1581627,103223,7331,Nov
420,Does India need Two Child Policy? | Analysis by Dhruv Rathee,2019-10-29,1261909,82424,15138,Oct
421,Revolutionizing Indian Education System | Ground Report by Dhruv Rathee,2019-10-20,1227633,100252,8407,Oct
422,PMC Bank: Is Your Money Safe in Banks? | Explained by Dhruv Rathee,2019-10-13,825811,74717,7161,Oct
423,Aarey Forest: Was it Wrong to Cut Trees? | Explained by Dhruv Rathee,2019-10-09,632645,63698,4931,Oct
424,India's Economic Crisis 2019: How to Survive? | Dhruv Rathee Interviews Gaurav Rastogi,2019-10-06,670028,33614,2517,Oct
425,Is Greta Thunberg Wrong? | Climate Change Explained by Dhruv Rathee,2019-09-29,1267495,95184,6621,Sep
426,India's Best Statue | Ground Report by Dhruv Rathee,2019-09-22,2646551,160214,11400,Sep
427,"Inside World's Smallest ""Country"" | Ground Report by Dhruv Rathee",2019-09-14,4002652,187624,8499,Sep
428,How Social Media Caused Amazon Fires and Brexit | Explained by Dhruv Rathee,2019-09-08,806875,42724,2351,Sep
429,Reality of 4.5% GDP Growth in Indian Economy | Analysis by Dhruv Rathee,2019-08-31,2201884,181222,23902,Aug
430,"Azadi | Kashmir, Hong Kong, Catalonia Separatism | Explained by Dhruv Rathee",2019-08-25,1679707,79127,9889,Aug
431,Truth behind Astrology & Mind Reading | Explained by Dhruv Rathee ft. Karan Singh Magic,2019-08-18,6352583,301746,23322,Aug
432,Who Controls your Internet? How Internet Works? | Explained by Dhruv Rathee,2019-08-10,3139286,139204,5374,Aug
433,Article 370 Removal: Right or Wrong? | Explained by Dhruv Rathee,2019-08-07,3999329,187289,32888,Aug
434,Reality of RTI Amendment Bill | Analysis by Dhruv Rathee,2019-07-27,1046519,87490,5563,Jul
435,Reality of Chandrayaan 2 Moon Mission | Explained by Dhruv Rathee,2019-07-22,2048659,111872,7139,Jul
436,The Truth about Face App  | Analysis by Dhruv Rathee,2019-07-20,1618319,76995,3152,Jul
437,देखिए Assam Floods के पीछे का सच! | Analysis by Dhruv Rathee,2019-07-18,529813,42477,2740,Jul
438,Karnataka Crisis: One Nation One Party? | Analysis by Dhruv Rathee,2019-07-15,457585,28732,2750,Jul
439,How to Learn Anything Easily and Fast! | By Dhruv Rathee,2019-07-11,5368443,341998,8176,Jul
440,Budget 2019: What did Middle Class Get? | Analysis by Dhruv Rathee,2019-07-07,628581,40985,3257,Jul
441,Article 15 - Reality of Casteism | Analysis by Dhruv Rathee,2019-07-05,1891866,155006,12457,Jul
442,Share Market Explained by Dhruv Rathee (Hindi) | Learn Everything on Investing Money,2019-07-03,4469543,233333,6317,Jul
443,Water Crisis: 6 Ways to Save Yourself! | Explained by Dhruv Rathee,2019-06-26,834905,57550,7743,Jun
444,"Clean India and Win ₹1,00,000 | Champion Challenge by Dhruv Rathee",2019-06-23,276443,21653,1772,Jun
445,Doctors Strike : Reality of Problems faced by Doctors and Patients | Analysis by Dhruv Rathee,2019-06-17,567404,36333,4174,Jun
446,Reality of AN 32 Aircraft Crash | Analysis by Dhruv Rathee,2019-06-14,416581,37129,2644,Jun
447,Cleaning 9 million kgs of Trash | Dhruv Rathee Interviews Afroz Shah,2019-06-06,2880694,205153,13608,Jun
448,Should Rahul Gandhi Resign? | Analysis of BJP's Win and Opinion by Dhruv Rathee,2019-05-29,1702433,100129,23165,May
449,"Votes Up: LIVE Election Results with Dhruv Rathee, Kunal Kamra and Akash Banerjee",2019-05-23,2661866,51148,0,May
450,"Votes Up: LIVE Election Results with Dhruv Rathee, Kunal Kamra and Akash Banerjee",2019-05-23,0,20,0,May
451,Reality of West Bengal & Mamata Banerjee | Ep.5 Elections with Dhruv Rathee on NDTV,2019-05-18,1148322,73791,12147,May
452,TIME Magazine and Cloud Theory of Modi | Analysis by Dhruv Rathee,2019-05-14,1579687,115568,13098,May
453,Reality of Rajiv Gandhi | Ep.4 Elections with Dhruv Rathee on NDTV,2019-05-11,1169882,74126,7178,May
454,The Masterstroke behind Delhi Schools | Interview of Atishi with Dhruv Rathee,2019-05-08,835617,51539,4158,May
455,Tej Bahadur Disqualification: Is EC biased? | Ep.3 Elections with Dhruv Rathee on NDTV,2019-05-04,844273,78845,8387,May
456,Gaumutra Cures Cancer? |  Ep.2 Elections with Dhruv Rathee on NDTV,2019-04-28,1658956,110614,8126,Apr
457,Sadhvi Pragya: The New Agenda | Ep.1 Elections with Dhruv Rathee on NDTV,2019-04-22,1029096,84777,8159,Apr
458,Reality of Modi's Varanasi after 5 years | Ground Report by Dhruv Rathee,2019-04-19,2154449,103526,12457,Apr
459,Rafale Deal पर French Media का बड़ा ख़ुलासा! | Explained by Dhruv Rathee,2019-04-14,837070,62758,8508,Apr
460,BJP vs Congress: Which Manifesto is Better? | Analysis by Dhruv Rathee,2019-04-10,824321,45649,8474,Apr
461,"Modi Report Card Part-2 | Analysis on Corruption, Security by Dhruv Rathee ft Soch",2019-04-08,911701,57852,7806,Apr
462,Congress Manifesto for 2019 Elections | Analysis by Dhruv Rathee,2019-04-04,1099682,52234,8495,Apr
463,Modi Govt: 5 Year Report Card | Mega Analysis by Dhruv Rathee ft. Soch,2019-03-30,2584623,154049,27561,Mar
464,Ground Reality of Delhi Govt Schools | Jumla or Truth? | By Dhruv Rathee,2019-03-27,3504220,221535,14348,Mar
465,Science of PUBG Addiction: How to Stop Playing? | Analysis by Dhruv Rathee,2019-03-23,1264053,75897,8318,Mar
466,NOTA Voting: Should you vote for it? | Historical Analysis by Dhruv Rathee,2019-03-16,445405,31683,2574,Mar
467,Twitter Factory of BJP: Caught Red Handed! | Dhruv Rathee and Pratik Sinha,2019-03-10,832086,53223,6960,Mar
468,Cobrapost Expose on Bollywood | Did Celebrities do any Wrong? Opinion By Dhruv Rathee,2019-03-06,3709903,217879,14382,Mar
469,Should Voting be Compulsory? | Analysis by Dhruv Rathee,2019-03-03,231505,15832,2334,Mar
470,India Pakistan Tensions: All that happened! | Explained by Dhruv Ratheee,2019-02-28,1515311,115391,18066,Feb
471,Which Country's Voting System is Best? |  Explained by Dhruv Rathee,2019-02-23,973471,51297,4825,Feb
472,Pulwama: Reality of Jawans & Pakistan | Analysis by Dhruv Rathee,2019-02-19,5634834,291715,38558,Feb
473,How to Vote? | All about Voter ID Card Registration by Dhruv Rathee,2019-02-16,358825,16895,1678,Feb
474,BJP Leaks: Breaking Democracy across India! | Bebak Ep.5 with Abhisar Sharma,2019-02-13,330568,23044,2483,Feb
475,Unemployment Report: How Modi govt wants Data Manipulation! | Analysis by Dhruv Rathee,2019-02-05,655002,46808,7159,Feb
476,Delhi's Amazing Lake Revival! | Ground Report by Dhruv Rathee,2019-01-27,1736299,133590,12414,Jan
477,Andh Bhakt Banerjee Debates with Dhruv Rathee | Logical Fallacies Explained!,2019-01-19,8779365,535846,47833,Jan
478,How to Save Tax? | EPF and PPF Explained by Dhruv Rathee (In Hindi),2019-01-13,433615,24618,1199,Jan
479,Reality of 10% Reservation for Economically Weak: New Jumla? | Opinion by Dhruv Rathee,2019-01-09,1515351,93278,18446,Jan
480,Dhruv Rathee Newslaundry Interview with Abhinandan (Teaser),2019-01-05,1000219,48474,1767,Jan
481,Dhruv Rathee with Abhisar Sharma | Youtube Live Q&A on Accidental Prime Minister and Congress,2018-12-31,2129857,113794,10005,Dec
482,Rafale Deal | The Complete Controversy Explained by Dhruv Rathee,2018-12-22,4211291,171822,21165,Dec
483,Why BJP lost the 2018 Elections? Harsh Reality about why Indians are fed up of BJP | Dhruv Rathee,2018-12-12,2135732,122847,20281,Dec
